,Date,Time,AM/PM,Code,Range,Result
6861,2008-07-26,12:33,PM,SfVi1ItC,88.60682299999999,M
947,2008-07-27,01:11,AM,kWL8e7on,63.570857999999994,H
3999,2008-07-27,02:27,AM,SqWga1RV,94.550698,H
7516,2008-07-27,02:31,AM,NWyrMtE6,65.16494399999999,M
5391,2008-07-27,02:40,AM,PgbMmk3c,84.950696,M
475,2008-07-27,03:46,AM,tGwqrBxc,74.082941,M
9047,2008-07-27,04:06,AM,LzmqXNlQ,69.992365,M
9121,2008-07-27,04:24,AM,gU5oRYpI,72.548405,M
340,2008-07-27,06:20,AM,JmBJggZE,78.75616099999999,H
7724,2008-07-27,06:41,AM,IZQ7b6vL,55.998778,H
3789,2008-07-27,07:10,AM,wkSUmy4a,72.613265,H
4262,2008-07-27,08:44,AM,HHxMVxIO,57.527923,M
7080,2008-07-27,10:00,AM,MKrQOAal,103.619997,M
3887,2008-07-27,10:43,AM,PjFGScUF,60.418781,M
8873,2008-07-27,03:06,PM,il8bXe9D,88.13029,H
4928,2008-07-27,03:10,PM,gL1TyacK,65.18571999999999,M
5699,2008-07-27,04:30,PM,j4oDBpur,73.62570500000001,M
5067,2008-07-27,05:05,PM,SkNvmEBD,74.719364,H
1400,2008-07-27,05:47,PM,XZjrbxdj,78.075429,H
3207,2008-07-27,05:48,PM,GwJ1afeg,82.954668,M
4927,2008-07-27,07:07,PM,h6an6bRH,90.851692,M
3934,2008-07-27,07:46,PM,uHxYFOjq,89.510476,M
6963,2008-07-27,08:03,PM,4eKBW6WR,64.050317,M
7587,2008-07-27,08:31,PM,EbJC1hWO,70.091643,M
3725,2008-07-27,08:47,PM,SGMz7Elo,75.56684200000001,M
231,2008-07-27,09:09,PM,ikLJyon5,79.405277,M
486,2008-07-27,10:07,PM,ECD3muux,67.066636,H
1089,2008-07-27,12:26,PM,g3mNcvwq,86.257666,M
8843,2008-07-28,01:45,AM,4vAU07K9,73.47604100000001,H
7242,2008-07-28,01:46,AM,gZxGcO0p,62.53694300000001,M
4401,2008-07-28,01:59,AM,qDLWpWP8,59.583803,M
553,2008-07-28,02:09,AM,qP0WrAgA,93.862215,H
769,2008-07-28,04:39,AM,rw3No7Ol,84.45686500000001,M
314,2008-07-28,04:42,AM,L0Yn6rlM,78.15854,M
1405,2008-07-28,05:06,AM,4nLRJhtx,84.428865,M
4948,2008-07-28,05:20,AM,EVVutqnz,76.561797,H
3810,2008-07-28,05:23,AM,xrA4aVrN,78.463309,H
1053,2008-07-28,05:29,AM,93W6TlIA,84.75031700000001,M
1427,2008-07-28,06:10,AM,IBMMhivM,65.176022,M
3885,2008-07-28,06:13,AM,6fJw1QJn,63.286876,H
428,2008-07-28,07:29,AM,mMpFH9Rk,65.361547,H
930,2008-07-28,08:24,AM,Yav4XETH,69.506961,M
1594,2008-07-28,09:36,AM,Tt4IMLrz,56.615432999999996,M
6375,2008-07-28,10:39,AM,xrC2TG35,57.530097999999995,M
5780,2008-07-28,11:09,AM,OGDHeAYj,67.151539,M
4337,2008-07-28,11:10,AM,JUHD8HLs,94.620215,M
1192,2008-07-28,02:14,PM,8EmCzUVJ,90.624961,M
4296,2008-07-28,03:58,PM,QuzCxHl3,64.286487,M
2944,2008-07-28,04:54,PM,mOuE9Gao,54.421926,M
7344,2008-07-28,04:58,PM,pdRoJsyy,73.130354,M
9782,2008-07-28,05:04,PM,OR4Fix9W,70.913735,M
6943,2008-07-28,05:18,PM,e5QCjBog,57.87335600000001,M
9594,2008-07-28,05:52,PM,9du7v7W5,61.274726,M
6247,2008-07-28,06:46,PM,SQv7olSV,70.606639,H
8111,2008-07-28,08:08,PM,OrM5Qu4O,71.333991,H
2094,2008-07-28,08:27,PM,h4yUPrqz,82.918198,M
2387,2008-07-28,09:35,PM,2lg7RM9B,63.21828000000001,H
6836,2008-07-28,10:19,PM,gy5zrnhu,65.45867700000001,M
2670,2008-07-28,12:31,PM,ZWjI8L9j,91.279605,M
4323,2008-07-28,12:54,PM,t7pp6c1e,64.312353,H
884,2008-07-29,02:03,AM,y82IwZgu,87.37021899999999,M
5185,2008-07-29,02:52,AM,PirkjQxG,64.43634399999999,M
4839,2008-07-29,03:13,AM,hK9zNrLv,67.783675,M
3805,2008-07-29,04:48,AM,8xw9olfN,52.012698,M
3294,2008-07-29,05:01,AM,mk8hf6wu,75.286686,M
9447,2008-07-29,05:03,AM,g6kQmXlP,56.51905,H
5680,2008-07-29,05:08,AM,hcRZFs8Y,71.614236,M
9137,2008-07-29,05:15,AM,tTQUsO6L,64.13811700000001,H
6987,2008-07-29,05:19,AM,XJoM3Lnw,66.580037,M
8212,2008-07-29,09:09,AM,c4TtadUh,77.982417,M
8464,2008-07-29,11:04,AM,6rWCflk7,72.790044,M
598,2008-07-29,03:34,PM,n0FqdYAq,90.59394,M
1531,2008-07-29,04:32,PM,o56OI4ym,79.780749,M
6795,2008-07-29,04:34,PM,nhaSyhqs,66.528252,M
1904,2008-07-29,05:12,PM,z8QBPWy2,63.284729000000006,H
4130,2008-07-29,06:22,PM,NpPPN3la,69.196496,H
8012,2008-07-29,06:45,PM,nl71zBky,47.796749,H
4871,2008-07-29,07:32,PM,OsbWe0Ur,69.859403,M
1628,2008-07-29,08:13,PM,d3XKOVvS,77.707863,H
47,2008-07-29,08:20,PM,NZO5un5M,74.325204,M
4113,2008-07-29,08:56,PM,JGxKwFHw,95.286141,M
49,2008-07-30,02:23,AM,Ku5xHiL6,78.746183,M
9641,2008-07-30,02:36,AM,xjyaAetA,77.77552,H
8820,2008-07-30,03:15,AM,pEBX9ffi,69.551457,M
1841,2008-07-30,04:46,AM,52lbYZUB,58.75176999999999,M
6849,2008-07-30,05:11,AM,SAgZj8y2,84.359617,M
6479,2008-07-30,06:14,AM,xnbEoe9w,94.26747900000001,M
237,2008-07-30,06:33,AM,UiK3RWCH,42.948619,M
8713,2008-07-30,07:09,AM,P9chNTXe,93.28447,H
6077,2008-07-30,09:54,AM,iCO2PaYd,70.07545400000001,H
1048,2008-07-30,10:26,AM,7paBtMZy,77.476359,H
1125,2008-07-30,10:30,AM,9xlVTFl5,76.190554,M
1635,2008-07-30,11:24,AM,1oMGdynu,55.880528000000005,M
4806,2008-07-30,12:21,AM,8nLyq9bn,65.906674,M
9179,2008-07-30,01:11,PM,rL9rV9ZM,61.605329000000005,M
232,2008-07-30,01:39,PM,b5as9lAy,85.096187,H
8475,2008-07-30,03:39,PM,nD0z9eFN,59.412549,M
1989,2008-07-30,04:14,PM,PDQAAixk,66.35291099999999,M
3156,2008-07-30,04:39,PM,9JT0bpKf,79.88251899999999,H
984,2008-07-30,04:56,PM,AUFEEa3C,65.492559,M
2631,2008-07-30,05:14,PM,bQOFqOq7,51.474838,M
9682,2008-07-30,06:05,PM,azkuNZjP,81.54742900000001,M
9919,2008-07-30,07:01,PM,jTsw15Vl,92.677684,H
4692,2008-07-30,07:35,PM,2jSakyEU,67.012095,H
8895,2008-07-30,07:57,PM,36RlPFBB,55.978786,M
7218,2008-07-30,08:28,PM,GO5Ip0WC,83.228112,M
9953,2008-07-30,09:27,PM,fIAGrPbA,47.405429999999996,H
5898,2008-07-30,09:29,PM,1k1hOSJ7,55.806456000000004,M
3771,2008-07-30,09:37,PM,EupRoNNQ,81.998604,H
1015,2008-07-30,09:52,PM,bhgD2HUv,61.12078399999999,M
701,2008-07-30,12:10,PM,Sspfulmh,83.931618,M
4697,2008-07-30,12:17,PM,oYT471tI,98.49023100000001,M
811,2008-07-30,12:28,PM,voUKeSxY,80.253998,H
4326,2008-07-31,02:15,AM,wBrlD5Sp,77.17018900000001,M
3429,2008-07-31,02:26,AM,iYtfWKDs,82.643077,M
4737,2008-07-31,05:08,AM,CxEnazce,89.19971,M
6980,2008-07-31,06:26,AM,804XOkJB,66.916063,M
7484,2008-07-31,06:34,AM,vLYo6H4z,76.065262,H
3843,2008-07-31,06:46,AM,sfQSa2oa,65.725002,M
3813,2008-07-31,07:02,AM,Ln7yaumt,85.362494,H
617,2008-07-31,07:11,AM,B0UDSJGk,79.282335,M
2716,2008-07-31,07:12,AM,G6JRCwDf,82.242417,M
4503,2008-07-31,07:49,AM,FeIMBcSz,79.904637,H
6119,2008-07-31,09:27,AM,6crmGL8f,78.932006,H
4710,2008-07-31,09:44,AM,7Yp3h61z,101.359452,M
4985,2008-07-31,10:09,AM,Jc7Jz1np,57.984157999999994,M
6089,2008-07-31,10:19,AM,NstEY41J,78.472245,H
7618,2008-07-31,11:20,AM,7bB1ENLY,89.264625,H
8789,2008-07-31,11:41,AM,n9QrXF41,78.416078,M
4820,2008-07-31,12:34,AM,gYNAWtsb,88.87280799999999,H
4844,2008-07-31,01:06,PM,IroPcR1l,87.177009,H
20,2008-07-31,01:21,PM,u8x0qfWt,82.67163199999999,M
8392,2008-07-31,02:36,PM,S3r3faY1,69.501856,M
6792,2008-07-31,03:42,PM,6yBajXXP,87.940488,M
806,2008-07-31,04:24,PM,eOnrjSmt,89.747884,M
9126,2008-07-31,04:29,PM,5vePc2Q6,50.085395,M
1915,2008-07-31,05:02,PM,sbWDY9Xc,70.739089,M
4496,2008-07-31,05:17,PM,Gof7Yg87,82.773454,M
2133,2008-07-31,05:31,PM,bHF85KIM,69.19843399999999,M
4662,2008-07-31,05:53,PM,JjyD5lkt,97.186561,H
691,2008-07-31,06:08,PM,ltSWx0uO,66.230023,M
5331,2008-07-31,07:45,PM,pjMFJa2p,84.398546,M
6694,2008-07-31,08:08,PM,QDeZz23z,97.51710200000001,M
4811,2008-07-31,08:11,PM,mM8yo1x7,92.26522299999999,M
5385,2008-07-31,09:01,PM,eIdsnUnR,74.8095,M
4674,2008-07-31,09:36,PM,i03dSDI5,79.329952,H
3505,2008-07-31,09:38,PM,gLlA8295,84.617457,M
3647,2008-07-31,10:38,PM,7HwOABdO,68.24981,M
3100,2008-07-31,11:03,PM,HW6QE6Lm,79.652702,H
8870,2008-07-31,11:31,PM,QtkeEC1C,74.80738000000001,M
6378,2008-07-31,12:46,PM,Gmqm0Qxn,55.544918,H
6807,2008-08-01,01:52,AM,9mTNCgJh,58.536174,H
4324,2008-08-01,04:08,AM,wbZrb3Gw,91.03518000000001,M
4356,2008-08-01,05:04,AM,SCyuHhHN,74.33761899999999,M
4588,2008-08-01,06:34,AM,nqBd4UB9,84.519772,M
4275,2008-08-01,06:37,AM,RDYMSfVL,63.34638100000001,H
3042,2008-08-01,06:51,AM,zheMSY9k,62.10045600000001,H
6436,2008-08-01,08:58,AM,daowyrHM,77.855501,M
9415,2008-08-01,09:29,AM,HxTEBnqm,54.855472,H
1054,2008-08-01,09:30,AM,kWOm9Rvx,60.89579499999999,M
3180,2008-08-01,09:40,AM,S29GatTB,46.092341,H
1311,2008-08-01,09:55,AM,bSV7rkhV,52.974755,M
8248,2008-08-01,10:50,AM,w4wyyWRT,61.496137,M
5805,2008-08-01,10:54,AM,rVo32lek,86.51773299999999,M
1333,2008-08-01,12:38,AM,SOtxb8pI,73.60924399999999,M
6256,2008-08-01,01:26,PM,7ClMDOst,67.557162,M
7057,2008-08-01,02:28,PM,4blo4taH,91.445497,M
2479,2008-08-01,04:28,PM,e5COKHFF,71.528366,H
2167,2008-08-01,04:34,PM,ouHQtf7D,63.538624,M
2410,2008-08-01,05:25,PM,Oyun9SwT,63.859030000000004,M
4642,2008-08-01,06:06,PM,BZo8lee9,62.534240000000004,H
5736,2008-08-01,07:01,PM,ZvPszYNl,58.268043999999996,M
2328,2008-08-01,09:37,PM,CgpEURQ5,67.73974399999999,M
3731,2008-08-01,09:51,PM,FJPSm5lt,69.458236,M
5896,2008-08-01,11:10,PM,bSPi1DVi,70.053937,H
3563,2008-08-01,11:42,PM,x75iS38E,54.677383999999996,H
7883,2008-08-01,11:50,PM,8237yCoq,69.383861,M
7777,2008-08-01,12:21,PM,P5zFN5Ui,90.515486,H
4232,2008-08-02,01:49,AM,JTtUNamA,85.403999,M
5429,2008-08-02,03:20,AM,IjSvQtBS,79.337969,M
1610,2008-08-02,04:10,AM,sJU2k0XZ,76.498351,H
4355,2008-08-02,04:15,AM,2MvbdRna,65.29161500000001,H
9429,2008-08-02,07:03,AM,gIuSnapW,83.776459,M
9920,2008-08-02,08:29,AM,c91uRq3o,65.14845600000001,M
4750,2008-08-02,08:50,AM,wNxaMmii,63.864787,H
165,2008-08-02,09:28,AM,YqM0wJhV,82.86571500000001,M
6498,2008-08-02,09:43,AM,inLOqPg2,67.600993,M
1943,2008-08-02,10:44,AM,xKkcaC3S,74.631124,M
4282,2008-08-02,10:56,AM,HXIm4iYO,57.772902,M
1510,2008-08-02,11:05,AM,IIngtVRo,69.612789,M
6862,2008-08-02,11:11,AM,XARBqQpC,73.834436,M
7348,2008-08-02,12:09,AM,CGEWydDw,73.588965,M
1324,2008-08-02,12:32,AM,Ld5qhKK0,75.266717,H
3974,2008-08-02,12:53,AM,vnJCZms3,87.798911,M
1419,2008-08-02,01:28,PM,3q3OYWIh,68.026169,M
8452,2008-08-02,05:36,PM,T9rjgH7K,62.748263,H
1667,2008-08-02,06:18,PM,GoCUcBd0,82.53214,M
7692,2008-08-02,06:43,PM,B2SSrv9z,73.80340799999999,H
9439,2008-08-02,07:15,PM,1WCla1a5,59.763324,M
1660,2008-08-02,07:48,PM,plU29J4b,72.073624,H
5255,2008-08-02,08:54,PM,RqpJ0zKE,89.21314,M
1830,2008-08-02,09:55,PM,qZTQh9cB,67.766017,M
6900,2008-08-02,10:26,PM,e0PEvmcp,65.669163,M
2913,2008-08-02,10:39,PM,nKl5yKBo,78.830043,H
6425,2008-08-02,10:54,PM,1JxJZTJl,42.32387,H
7316,2008-08-02,11:15,PM,iJu0VnFe,64.384227,M
1462,2008-08-02,11:50,PM,2xEE9fTt,63.982891,H
1518,2008-08-02,11:51,PM,MMIy0Cfp,58.979133999999995,M
4196,2008-08-03,02:38,AM,ckmqdO8E,79.844178,H
9051,2008-08-03,03:25,AM,H247gr4e,58.102534999999996,M
9184,2008-08-03,06:01,AM,wUVsh20L,73.21903499999999,M
5262,2008-08-03,06:03,AM,5gpFmqF6,63.712166,H
3754,2008-08-03,06:54,AM,72wXQXaA,65.244927,H
5845,2008-08-03,07:16,AM,KpWVQuzD,63.995142,M
7477,2008-08-03,07:32,AM,wmDabtRc,87.210717,M
951,2008-08-03,07:49,AM,qAptvEVI,81.45059599999999,H
197,2008-08-03,08:12,AM,3oEzhw4i,64.469324,H
9270,2008-08-03,09:40,AM,cn7q4tNo,70.57490899999999,H
6785,2008-08-03,11:26,AM,4UzUO8ha,77.176771,M
8048,2008-08-03,11:26,AM,KwldE7Og,91.408447,H
388,2008-08-03,12:06,AM,ENeKNgm6,63.119944999999994,H
8769,2008-08-03,12:07,AM,yK3pOSWh,58.584323,M
5608,2008-08-03,01:45,PM,RP52K4iL,72.33903199999999,H
6435,2008-08-03,02:15,PM,QpVjVj8g,70.629274,M
1568,2008-08-03,04:45,PM,v2Al3PuI,51.415207,H
3103,2008-08-03,06:34,PM,l4pCAKEr,84.90955500000001,M
8717,2008-08-03,07:09,PM,tNRcgtml,72.03925600000001,M
1827,2008-08-03,10:29,PM,0QBSrco4,80.682363,H
9755,2008-08-04,01:07,AM,LF8rDn8y,52.314935999999996,M
9531,2008-08-04,02:53,AM,LRoc6Wwb,86.359043,H
4873,2008-08-04,03:06,AM,jZi93fxW,90.317049,M
1435,2008-08-04,04:08,AM,WFLn9Q2h,65.335015,M
1494,2008-08-04,05:21,AM,Ye5svije,81.553351,M
8210,2008-08-04,05:25,AM,8AJYMwq3,80.560737,H
1978,2008-08-04,05:44,AM,aCSuSlVI,79.849263,M
4814,2008-08-04,07:55,AM,VGJSFivc,78.271151,H
7731,2008-08-04,08:12,AM,nsX2VASO,73.601365,M
5430,2008-08-04,10:53,AM,Y9DosJnD,82.85376600000001,H
1908,2008-08-04,11:00,AM,DueYJPzm,71.026921,H
7959,2008-08-04,12:47,AM,P3atYTNJ,72.80188299999999,M
5124,2008-08-04,01:04,PM,TV6c7ljR,67.326531,M
1582,2008-08-04,01:55,PM,9VGYylIg,72.723887,M
4161,2008-08-04,02:44,PM,iJAI9MS9,60.25093100000001,M
7184,2008-08-04,02:56,PM,FOwO5EaS,82.52669399999999,M
7741,2008-08-04,02:56,PM,lkUfzQ5t,66.90750799999999,M
6585,2008-08-04,04:29,PM,37IQJzXk,72.430728,M
858,2008-08-04,05:13,PM,B5JHhhLs,68.00929000000001,H
733,2008-08-04,06:00,PM,IEKcJqvd,71.046011,M
5014,2008-08-04,07:11,PM,sO2HWqgy,58.777577,M
8078,2008-08-04,07:53,PM,yiNHwArr,61.533876,M
9005,2008-08-04,09:38,PM,3jS65ppw,74.32304,M
8385,2008-08-04,10:06,PM,l2sOqrTY,60.706123999999996,M
5919,2008-08-04,11:17,PM,CHbg3Drq,82.052603,H
4796,2008-08-04,12:25,PM,NTlPdflS,69.15055799999999,H
9725,2008-08-04,12:36,PM,RKEDNjtc,89.66689000000001,H
9283,2008-08-05,01:14,AM,ZFiIVyu9,57.891116000000004,M
8181,2008-08-05,02:06,AM,Ybt0Gjoh,72.55541099999999,H
8779,2008-08-05,02:35,AM,DfReyvaQ,76.564419,M
4963,2008-08-05,05:20,AM,YfKl9adg,82.266325,M
2402,2008-08-05,05:42,AM,uPA3QZF8,94.004042,M
1625,2008-08-05,06:18,AM,2nEdqQEx,93.524867,H
7817,2008-08-05,06:31,AM,T1pupfeK,67.533486,M
5872,2008-08-05,06:33,AM,IuO1FFUD,63.661092000000004,M
5834,2008-08-05,07:12,AM,AbpxPKtu,88.42573900000001,M
4711,2008-08-05,07:57,AM,mdBNzzaw,64.03749599999999,M
5069,2008-08-05,09:23,AM,a6yrWtX6,61.74091,M
8529,2008-08-05,11:11,AM,nJ45ETAy,69.06502900000001,M
2150,2008-08-05,12:43,AM,Qkl9ti19,70.260551,H
3274,2008-08-05,01:53,PM,9hnQufQq,67.37591,M
6346,2008-08-05,01:58,PM,hzuMjJtO,79.54603,M
3460,2008-08-05,02:05,PM,g0OmEjfL,78.756483,M
2910,2008-08-05,02:51,PM,2Q8dOjvv,50.560472,H
164,2008-08-05,03:21,PM,DR38dIEa,99.765361,M
2738,2008-08-05,03:39,PM,krQOyPZp,79.661941,M
6203,2008-08-05,04:46,PM,g3fIPVYD,95.148361,H
3014,2008-08-05,05:59,PM,F3a0pwGC,61.641089,M
3634,2008-08-05,06:12,PM,kd5EHHZV,63.812005000000006,M
4890,2008-08-05,06:23,PM,uDaZO9ix,60.875815,H
3631,2008-08-05,08:46,PM,leo1N9cC,75.603988,M
2947,2008-08-05,08:53,PM,uxQ5M8si,72.918112,H
2753,2008-08-05,09:00,PM,oUxXIgqT,75.236494,H
4386,2008-08-05,09:27,PM,QcFd15f2,89.802072,M
6634,2008-08-05,09:39,PM,cAYhHuID,76.717155,H
5714,2008-08-05,11:06,PM,7gpkJKbR,61.496088,M
6477,2008-08-05,11:44,PM,RPGq6ECS,73.024715,M
9309,2008-08-05,12:26,PM,cbzqO5P5,70.272596,H
8091,2008-08-06,01:10,AM,04P9PVl0,77.974083,M
8223,2008-08-06,03:27,AM,FsjVkYxO,83.01453599999999,H
935,2008-08-06,04:00,AM,JIWipRAH,76.655675,H
8572,2008-08-06,05:55,AM,LQIIFr2Q,75.75739300000001,M
7008,2008-08-06,06:11,AM,pPekQsoe,80.957167,H
8659,2008-08-06,06:28,AM,kkWbX36l,76.74802199999999,M
8906,2008-08-06,08:35,AM,x7jAoF7C,87.605416,M
3755,2008-08-06,09:23,AM,9MM5OLoU,83.081647,M
2333,2008-08-06,11:14,AM,hYHmXKkF,82.056989,H
124,2008-08-06,11:22,AM,qQe1aN2L,77.55853499999999,M
2409,2008-08-06,11:32,AM,BcGKc34K,55.84624,M
9339,2008-08-06,12:32,AM,bQEVqQDY,76.301687,M
8695,2008-08-06,02:14,PM,AdOXEwNv,76.592677,H
948,2008-08-06,04:13,PM,Be5UscRX,78.734774,M
8663,2008-08-06,04:59,PM,KWfHVzzB,58.889712,M
4578,2008-08-06,08:09,PM,zoWeCug6,76.523829,H
8859,2008-08-06,08:37,PM,Alkqamlv,82.04615799999999,H
1451,2008-08-06,08:53,PM,CKycAoqv,71.394639,M
579,2008-08-06,10:23,PM,jHpMnSCt,56.015246999999995,M
1524,2008-08-06,11:18,PM,S32BLqaZ,65.088213,H
4905,2008-08-06,11:34,PM,lAGPqd9C,71.229301,M
5829,2008-08-07,03:58,AM,G4nn1OoC,91.632502,M
9017,2008-08-07,04:01,AM,Ecin0aKu,76.192225,M
4343,2008-08-07,04:35,AM,YTiuIsjK,60.737786,M
6427,2008-08-07,05:44,AM,c1jrxOES,71.182454,H
4439,2008-08-07,08:17,AM,W0VE3Wev,72.841183,M
6665,2008-08-07,08:22,AM,dKofEya6,55.048574,M
1527,2008-08-07,08:36,AM,rklRBSlN,69.20040999999999,H
1247,2008-08-07,10:37,AM,6T9BYnk9,71.422329,H
1074,2008-08-07,10:54,AM,Yakm4G8F,60.875218999999994,H
3787,2008-08-07,12:24,AM,iqedH1uB,69.527405,M
7981,2008-08-07,12:40,AM,GzgGuuVX,98.012504,H
776,2008-08-07,12:51,AM,LczyOdQB,63.007903000000006,M
7367,2008-08-07,01:07,PM,UDxBRqT2,62.624359999999996,M
8326,2008-08-07,02:09,PM,oCdAksWY,74.163002,H
9092,2008-08-07,03:13,PM,ghRb4JK1,56.996568999999994,M
1428,2008-08-07,04:19,PM,6RIFGYjP,92.138182,M
3087,2008-08-07,04:21,PM,7VqYnTTw,76.81500799999999,H
3796,2008-08-07,06:22,PM,yRsvhWKO,72.736798,M
5024,2008-08-07,06:39,PM,NlMbzncQ,78.947315,M
4057,2008-08-07,07:34,PM,7SyEFJpl,100.076588,M
1474,2008-08-07,07:54,PM,W9jSNVt4,77.955895,M
5095,2008-08-07,07:57,PM,IkQT5S0w,71.00723,M
8568,2008-08-07,09:50,PM,4lDLMBZS,72.165291,H
2463,2008-08-07,10:20,PM,7dv62h48,76.54621800000001,M
1520,2008-08-07,10:29,PM,rP4GNlj0,77.43897,M
9342,2008-08-07,10:33,PM,59m3GqJY,75.253484,M
8380,2008-08-07,11:33,PM,FCnlVauf,77.68925899999999,M
5435,2008-08-07,11:55,PM,SxTB6far,71.290312,M
5342,2008-08-07,12:27,PM,fmJfC860,58.768541000000006,H
4231,2008-08-08,01:22,AM,XZruLCd7,79.969219,M
4925,2008-08-08,02:42,AM,EPrDJfDi,74.90191899999999,M
9374,2008-08-08,02:54,AM,6OrnksV3,60.045664,M
3319,2008-08-08,03:28,AM,K2ZpGTFs,62.090476,M
4219,2008-08-08,04:05,AM,US6jRrL9,60.564342,M
4078,2008-08-08,06:00,AM,R4GVWjiO,47.519756,H
5475,2008-08-08,07:39,AM,fGcRSmwz,80.405825,M
3862,2008-08-08,07:43,AM,NLKDXxRm,76.917459,M
9302,2008-08-08,07:47,AM,GuUKvRry,74.35553399999999,M
1575,2008-08-08,08:40,AM,UPeSs2no,75.422353,M
8438,2008-08-08,09:30,AM,N0WAnXX3,58.567344999999996,M
5462,2008-08-08,09:39,AM,revocd6l,67.51123100000001,H
2822,2008-08-08,09:48,AM,PFAGN5Fw,89.496892,M
6486,2008-08-08,10:46,AM,Ia9Bwagr,62.284065000000005,H
2715,2008-08-08,12:00,AM,xyG3zjqo,58.60361700000001,M
7462,2008-08-08,01:42,PM,ca0e9xwg,83.883839,M
9436,2008-08-08,02:30,PM,LN5D1nUe,88.731124,M
6508,2008-08-08,02:43,PM,w5r1gXLi,76.717929,M
3090,2008-08-08,03:10,PM,5HROONWp,63.19773299999999,M
364,2008-08-08,03:45,PM,HbXcZkMi,88.372196,H
8211,2008-08-08,04:10,PM,fFDaDNMq,87.347308,H
8782,2008-08-08,04:37,PM,UQJ6Shqd,69.363298,H
576,2008-08-08,05:19,PM,J6SnYt1a,70.736028,M
9078,2008-08-08,05:47,PM,0vQWz0vn,72.12901600000001,H
1842,2008-08-08,07:11,PM,mjrz0i2i,76.189362,M
1729,2008-08-08,07:29,PM,UgBQPM4O,75.25935,M
8305,2008-08-08,10:09,PM,MJUldgqo,65.354618,M
4294,2008-08-08,12:06,PM,MG85Rx1k,86.248039,M
3756,2008-08-08,12:42,PM,x4deY0s6,63.552282999999996,M
9324,2008-08-08,12:59,PM,xhVfle29,81.21935699999999,H
3201,2008-08-09,04:01,AM,pedy1cJp,78.973261,M
8600,2008-08-09,05:20,AM,0oTnGuGf,37.939268,M
4758,2008-08-09,05:21,AM,YnwCA2e4,52.961476,M
8746,2008-08-09,06:24,AM,D6E8Pcnx,72.068748,M
5222,2008-08-09,07:43,AM,uPl1qZji,81.670091,H
3801,2008-08-09,07:46,AM,nBWQb5kv,61.157771,M
4075,2008-08-09,08:51,AM,v2UHdpbT,64.518836,M
5114,2008-08-09,09:01,AM,s6Ls7mEK,56.594962,M
8199,2008-08-09,09:45,AM,nbr8u3Ul,56.930273,M
6059,2008-08-09,10:04,AM,bI0EIGQH,91.159255,M
9053,2008-08-09,11:11,AM,BUAYuLwu,99.096234,M
43,2008-08-09,01:00,PM,m8dAlfaW,71.71419300000001,H
5694,2008-08-09,01:00,PM,S0Fi8DZy,77.053067,M
9624,2008-08-09,01:10,PM,AEBWeZKC,67.674547,M
7352,2008-08-09,02:32,PM,MeIHnBjh,78.99521800000001,M
3328,2008-08-09,02:53,PM,3dXVTXUn,53.724796,M
8708,2008-08-09,04:16,PM,glE1IVoW,77.990553,H
5379,2008-08-09,08:52,PM,Y0siBelJ,65.358092,M
4147,2008-08-09,09:40,PM,eTr3abQd,72.410636,M
146,2008-08-09,09:44,PM,xwQnM6V3,42.081699,M
6564,2008-08-09,09:47,PM,LVe5Evcl,74.22120699999999,M
9977,2008-08-09,10:16,PM,B4qu49V9,41.386182,M
3235,2008-08-09,10:28,PM,1fHsTHkS,77.888867,M
995,2008-08-09,10:37,PM,Y78tpDHi,69.20330899999999,H
3281,2008-08-09,10:44,PM,UXVf3bGv,80.015404,M
3086,2008-08-09,11:21,PM,1K9vEB02,69.544573,M
6762,2008-08-09,11:31,PM,o0BU5xZO,67.077298,H
9210,2008-08-09,12:46,PM,Eb5QqvSl,70.371501,M
5506,2008-08-10,01:03,AM,ssIX45Fa,68.55783100000001,M
3828,2008-08-10,03:59,AM,mummwF7y,78.089947,M
744,2008-08-10,04:30,AM,PhJWkyLb,69.444951,H
2407,2008-08-10,04:41,AM,LcYowZGW,81.72398100000001,H
2761,2008-08-10,05:18,AM,c4xcWicR,87.566654,M
7276,2008-08-10,05:22,AM,iccqgwW7,74.97770799999999,M
1262,2008-08-10,05:23,AM,fx9tjUJD,81.570533,M
4368,2008-08-10,06:04,AM,Nc7Shle2,75.027215,M
9074,2008-08-10,11:59,AM,DJMxPG9m,58.073501,H
63,2008-08-10,12:39,AM,4Swkbt0g,81.92013,H
1690,2008-08-10,01:49,PM,waaKr0kp,65.710382,M
7772,2008-08-10,03:01,PM,M1qbGRaf,74.341139,M
8598,2008-08-10,03:05,PM,Qt71YmDQ,82.929317,H
2137,2008-08-10,03:51,PM,x4sdx3iW,86.523963,M
7978,2008-08-10,04:55,PM,urZelMm0,88.959461,M
5027,2008-08-10,05:14,PM,BOwkBBQO,66.9216,M
3371,2008-08-10,05:26,PM,O0np3Zvm,68.109883,H
7377,2008-08-10,07:17,PM,2lZmWu22,68.89178199999999,M
8388,2008-08-10,09:54,PM,k7jLRwP4,81.489878,H
993,2008-08-10,11:58,PM,5MaCA6yL,69.52711,M
802,2008-08-10,12:00,PM,kNRJpitb,84.867222,M
9089,2008-08-10,12:39,PM,D9hbyJrB,84.08022199999999,H
9110,2008-08-10,12:56,PM,ut4Xh7ck,72.11479200000001,M
3532,2008-08-11,01:37,AM,S6XNYNh4,71.293963,M
